property_id,title,url,address,country,tag,property_status,primary price,secondary price,agent,agent_address,agent_phone,agent_url,date_added,letting_details,property_type,beds,baths,key_features,description,property_size
prop139648409,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/139648409#/?channel=RES_LET,"Marylebone High Street, London, W1U",GB,Commercial,"
Development Microsite





","£3,683 pcm",£850 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Marsh & Parsons, Marylebone & Mayfair","94 Baker Street,
London,
W1U 6FZ",020 7871 1240,https://www.rightmove.co.uk/estate-agents/agent/Marsh-and-Parsons/Marylebone-and-Mayfair-96154.html,Added yesterday,"['Let available date: Ask agent', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Apartment,×2,×2,"['Sought after location', 'Modern finish', 'Light & bright', '1st floor with lift']","A modern and recently decorated two double bedroom, two bathroom first floor apartment (with lift), superbly located in the centre of Marylebone High Street. The apartment benefits from wooden floors throughout and comprises a good size reception room, separate fully fitted integrated kitchen, master bedroom with ensuite bathroom, and a second bedroom.The property is located on Marylebone’s most prestigious road which offers a fantastic array of boutique shops, cafes, pubs, supermarkets, and restaurants including the Orrery, a local neighbourhood favourite. Baker Street Underground Station (Hammersmith & City, Bakerloo, Jubilee, Circle and Metropolitan, Zone 1) is a moment’s walk away with easy access to Canary Wharf and The City. Regent’s Park is also a short walk from the property.",
prop139648397,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/139648397#/?channel=RES_LET,"Coryton House, 128 New Cavendish Street, London, W1W",GB,Commercial,"
Development Microsite





","£3,142 pcm",£725 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Marsh & Parsons, Marylebone & Mayfair","94 Baker Street,
London,
W1U 6FZ",020 7871 1240,https://www.rightmove.co.uk/estate-agents/agent/Marsh-and-Parsons/Marylebone-and-Mayfair-96154.html,Added yesterday,"['Let available date: Ask agent', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Apartment,×2,×1,"['Two bedrooms', 'Bright & spacious', 'Wood floors throughout', 'Contemporary furnishings']","This incredibly bright apartment is finished to an excellent standard and boasts lovely wood floors and contemporary furnishings throughout. The apartment is located on the third floor of a beautiful red brick mansion block on the corner of New Cavendish Street and Great Titchfield Street and comprises a large reception with bay window allowing in plenty of natural light and a separate contemporary kitchen with full fridge/freezer. Both bedrooms are large doubles and located at the rear of the property and there is a bathroom with shower over the bath. The property is located on the corner of New Cavendish Street and Great Titchfield Street situated in the heart of Fitzrovia which offers a wonderful array of shops, cafes and restaurants. Underground services can be found at Great Portland Street tube station (Circle, Metropolitan and Hammersmith & City lines, Zone 1) as well as Oxford Circus tube station (Victoria Line, Central Line and Bakerloo Line, Zone 1) both of which are within a 10minute walk of the property. Regent’s Park itself is also just a short distance from the property, as well as the high-street stores on Oxford Street and Regent Street.Council Tax Band - DBrochuresParticulars",
prop139648361,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/139648361#/?channel=RES_LET,"Queens Quarter, London Road, Binfield, RG42",GB,Commercial,"
Development Microsite





","£1,450 pcm",£335 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Romans, Bracknell","New Manor House
The Ring 
Bracknell
RG12 1JT ",07360 269271,https://www.rightmove.co.uk/estate-agents/agent/Romans/Bracknell-9957.html,Added yesterday,"['Let available date: 14/10/2023', 'Deposit: £1,673A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Apartment,×2,×2,"['No deposit option', 'Second floor with lift', 'Two parking spaces', 'Balcony', 'Great access to A329(M)', 'Unfurnished']","***No Deposit Option available for tenants. Greater protection provided to landlords***. Presented in excellent condition throughout is this spacious top floor apartment. The development is close to Bracknell town centre and the A329M. Internally the property comprises two bedrooms, with en suite from master, family bathroom and open plan kitchen living room with double doors onto the patio. The property has two allocated parking spaces.",
prop139648319,"
            Studio flat        ",https://www.rightmove.co.uk/properties/139648319#/?channel=RES_LET,"Priory Street, Tonbridge, Kent, TN9 2AZ",GB,Commercial,"
Development Microsite





",£454 pcm,£105 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Clarion Housing (Lettings), UK","Level 6,
More London Place,
London,
SE1 2DA",020 3370 7544,https://www.rightmove.co.uk/estate-agents/agent/Clarion-Housing-Lettings/UK-58989.html,Added yesterday,"['Let available date: Ask agent', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Flat,,×1,"['First floor', 'Lift access', 'Central heating', 'Over 55s', 'Communal garden', 'Studio flat']","This property is exclusively offered to residents over the age of 55 who enjoy independent living, but also take pleasure in having a safe, comfortable and secure environment.

New kitchen and bathroom. Shared garden, central heating, bath.

No pets allowed.

Lift in building. Close to shop, town and mainline station. 

Rental payment due at sign up. Rent payment subject to change.

We will only accept the first 10 completed applications, should you be successful we will be in contact once your application has been assessed.

This property will be allocated in accordance with Clarion’s Allocation policy

Please note there are service charges for this property in addition to the rent. The service charges for this property are Service charges: £ 120.68, Concierge: £ 122.14, Personal Heating & Hot Water: £ 16.78 per month.",
prop138810368,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/138810368#/?channel=RES_LET,"Perrin Road, 17 Perrin Road, Dartford",GB,Commercial,"
Development Microsite





",£750 pcm,£173 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Land Estates Agent, Dartford","6 
 Market Street
Dartford
DA1 1ET ",01322 952453,https://www.rightmove.co.uk/estate-agents/agent/Land-Estates-Agent/Dartford-18012.html,Reduced yesterday,"['Let available date: Now', 'Deposit: £980A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×1,"['Room to rent.', 'All bills included.', 'Modern throughout.', 'Walking distance to Dartford Train Station.', 'Walking distance to Dartford Town Centre.']","**ROOM TO LET** **ALL BILLS INCLUDED**Land Estates are pleased to present this newly renovated room, located in the heart of Dartford.This room is slightly smaller than the others, decorated in neutral colours and modern! The room comes with a double bed, a wardrobe and a small desk and chair.There is a shared kitchen/dining area. The kitchen is fitted with brand new appliances. There is also a bathroom and spare W.C.Perrin Road is within walking distance to Dartford Town Centre and Dartford Train Station.The property is offered furnished and is available now.If you are interested in this room, please contact Land Estates.",
prop125134919,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/125134919#/?channel=RES_LET,"Commonwealth Drive, Three Bridges",GB,Commercial,"
Development Microsite





","£1,325 pcm",£306 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Knights Estate Agents, Crawley","GATWICK OFFICE:
Magellan Terrace,
Gatwick Road,
RH10 9PJ",01293 855355,https://www.rightmove.co.uk/estate-agents/agent/Knights-Estate-Agents/Crawley-97712.html,Added yesterday,"['Let available date: 02/10/2023', 'Deposit: £1,528A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,,×2,,"***PROPERTY VIDEO TOUR AVAILABLE***Knights Estate Agents are pleased to exclusively offer for rent this two-bedroom second floor FURNISHED apartment with permit parking and communal gardens. The property is conveniently positioned close to Crawley town centre, station and within 0.7 miles of Three Bridges Station. There is also Tesco Express on the development for added convenience. The property comprises of in brief:Entrance HallKitchen: 9'4 x 6'2Lounge/Dining Area: 16'7 (max) x 15'0 Bedroom 1: 12'8 (max) x 11'5En Suite: 6'6 (max) x 5'2 (max)Bedroom 2: 15'0 x 7'0 Bathroom: 7'4 x 5'7OUTSIDEPermit ParkingCommunal GardensOTHER INFORMATIONEPC RATING: BFURNISHEDCOUNCIL TAX BAND: C AVAILABLE EARLY OCTOBER 2023 ON A MINIMUM 12 MONTH INITIAL TENANCY WITH NO BREAK CLAUSETHE HEAD LEASE FORBIDS PETSReservation Deposit: £305Rent: £1,325pcmDeposit: £1,528These particulars, the Video Tour and all marketing material is issued for guidance purposes only. They are prepared and issued in good faith and are intended to give a fair summary of the property. Any description or information given should not be relied upon as a statement or representation of fact. Photographs show only certain parts of the property at the time they were taken. Any areas, measurements or distances given are only approximate. Prospective applicants must satisfy themselves by inspection as to these and other relevant details.We are experiencing record numbers of tenant enquiry, whilst at the same time observing record low housing supply. We will always endeavour to contact each enquiry where possible however, we cannot guarantee all parties a viewing slot. Prospective tenants will not be able to book a viewing without first seeing the Video Tour. The Landlord and their agent reserve the right to select a Tenant based on merits rather than on a first come, first served basis.OPENING HOURSMon-Fri 9am-5:30pmSaturday 9am-1pm*Sunday CLOSED*BY APPOINTMENT ONLY",
prop139647965,"
            3 bedroom apartment        ",https://www.rightmove.co.uk/properties/139647965#/?channel=RES_LET,"Apex Gardens, Seven Sisters London N15",GB,Commercial,"
Development Microsite





","£3,120 pcm",£720 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Grainger Plc, South","Citygate
St. James Boulevard
Newcastle Upon Tyne
NE1 4JE",020 3834 8093,https://www.rightmove.co.uk/estate-agents/agent/Grainger-Plc/South-80340.html,Added yesterday,"['Let available date: 15/09/2023', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×3,×2,"['No admin fees', 'Flexible long term tenancies', 'Dedicated onsite residents services team', 'Parcel collection service', 'Professional landlord service', 'Moments from Seven Sisters Underground Station', 'Double sized bedrooms', '2 South Facing Roof Terraces', 'Onsite gym and amenity spaces', 'Complementary 250MB Wifi included']","Apex Gardens is perfect if you want to live in the vibrant borough of Haringey. Rent a stylish home at Apex Gardens with complimentary 250 MB broadband and private fitness centre. There's also a residents' lounge, generous co-working space - ideal for working from home, and roof terraces where you can enjoy incredible views and spaces to relax with family and friends.Apartments include good storage options, integrated white goods and flexible tenancies of up to 3 years. Apex Gardens offers renters hassle-free, convenient modern living with a choice of furnished or unfurnished apartments.You'll be living a few minutes walk to Tottenham Hale tube and over ground station, so you can be in Kings Cross in 20 minutes, Westfield Shopping Centre in 22 minutes and London Liverpool Street in 30 minutes. If you're planning a weekend away or fly often for work, then Apex Gardens is also only 40 minutes to London Stansted Airport.Built, owned and managed directly by Grainger plc, the UK's largest provider of modern rental homes, residents will benefit from Grainger's expertise, professionalism and commitment to great customer service - including dedicated onsite management, repairs and maintenance teams.Furnishing and layout of advertised apartment may vary. Any square footage figures are indicative only and are not warrantied. Move in date is an estimate and may be subject to change.Available | Furnished | Approx 1119 Sq Ft | Roof Terraces | On-site Resident Service Team | Gym, Lounge and Co-Working Space | Seven Sisters Station | Kings Cross in 8 Mins | Liverpool Street in 24 Mins | Award-Winning Private Landlord",
prop139647650,"
            1 bedroom apartment        ",https://www.rightmove.co.uk/properties/139647650#/?channel=RES_LET,"Park Avenue, Bushey, Hertfordshire, WD23",GB,Commercial,"
Development Microsite





","£1,100 pcm",£254 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Woodhouse Estates, Friern Barnet","235 Woodhouse Road,
London,
N12 9BD",020 3866 6705,https://www.rightmove.co.uk/estate-agents/agent/Woodhouse-Estates/Friern-Barnet-77192.html,Added yesterday,"['Let available date: Ask agent', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Part furnished', 'Council Tax: Ask agent']",Apartment,,×1,"['Gated Development', 'Bright Reception', 'Modern Fitted Kitchen', 'Allocated Parking', 'Lift', 'Contemporary Bathroom', 'Double Glazed Windows', 'Private Balcony', 'Part Furnished', 'Available Now']","Modern one bedroom apartment finished to a high standard set within a private gated entrance development. 

The property benefits from a spacious reception room, fully fitted kitchen with granite work tops, modern tiled bathroom with a separate shower cubicle and private balcony. Further benefits include video entry phone, underfloor heating, double glazed windows, low energy lighting, lift, and allocated parking. 

The development is located in the heart of Bushey with close access to M1 and M25. Also close to local amenities, shops, restaurants, IMAX cinema and David Lloyds Leisure Centre. 

Council Tax Band C - Hertsmere, Offered Part-Furnished, Available Now.",
prop139647854,"
            2 bedroom flat        ",https://www.rightmove.co.uk/properties/139647854#/?channel=RES_LET,"Lees Place, London",GB,Commercial,"
Development Microsite





","£4,312 pcm",£995 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Pomp Properties, London","6 Hogarth Road,
London,
SW5 0PT",020 3840 3585,https://www.rightmove.co.uk/estate-agents/agent/Pomp-Properties/London-117175.html,Added yesterday,"['Let available date: 28/10/2023', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×2,×1,,"A smart recently refurbished two bedroom apartment on the first floor of a period building. Furnished to acontemporary standard and boasting quality fixtures and fittings. Located on a quiet road close to Grosvenor Square and the green open spaces of Hyde Park. The apartment further benefits from the excellent amenities of Oxford Street and Marble Arch within close walking distanceLees Place is a quiet residential side street located to the east of Hyde Park and to the north of Piccadilly. The property is within reach of the many amenities, restaurants and flagship designer stores offered by Mount Street (0.3 miles), New Bond Street (0.5 miles) and South Molton Street (0.4 miles) and their surrounding areas. The closest Underground stations are Bond Street, located 0.3 miles from the property and Marble Arch, located 0.3miles from the property.BrochuresLees Place, LondonBrochure",
prop139647779,"
            2 bedroom maisonette        ",https://www.rightmove.co.uk/properties/139647779#/?channel=RES_LET,2 bedroom Maisonette 1st Floor in Guildford,GB,Commercial,"
Development Microsite





","£1,575 pcm",£363 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Surrey & Hampshire Property Agents, Godalming","132 
High Street
Godalming
GU7 1AB 
",01483 967058,https://www.rightmove.co.uk/estate-agents/agent/Surrey-and-Hampshire-Property-Agents/Godalming-12312.html,Added yesterday,"['Let available date: 17/10/2023', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Maisonette,×2,×1,"['Two bedrooms ', 'Split level maisonette ', 'Cul-de-sac location ', 'Close to local amenities', 'Private garden ']","A two bedroom, split level maisonette with it's own garden and situated just off Guildford town centre in a cul-de-sac location. Council tax band C. EPC C. Available October 2023.  **please note that the photos of this one are around ten years old** BrochuresBrochure",
prop139647692,"
            2 bedroom house share        ",https://www.rightmove.co.uk/properties/139647692#/?channel=RES_LET,"C, Marine Square, Brighton",GB,Commercial,"
Development Microsite





","£1,700 pcm",£392 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Stanfords Estates, Brighton","Clarence House
30-31
North Street
BN1 1EB",01273 109714,https://www.rightmove.co.uk/estate-agents/agent/Stanfords-Estates/Brighton-109519.html,Added yesterday,"['Let available date: 25/09/2023', 'Deposit: £1,961A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",House Share,×2,×2,"['VIDEO LINK', 'Available end of September 2023', 'Two Double Bedrooms', 'Two Bathrooms', 'Long Term', 'Balcony with sea views', 'Stunning Living room', 'Fantastic Location', 'Private Access to Square']","** Available end of September 2023 ** Stanford's Estates are delighted to offer for rent this superb two double bedroom, two bathroom, first floor flat with a stunning open living room, high ceilings and a feature chimney with doors leading to westerly aspect balcony over looking the private square gardens.Description - ** Available end of September 2023 ** Stanford's Estates are delighted to offer for rent this superb two double bedroom, two bathroom, first floor flat with a stunning open living room, high ceilings and a feature chimney with doors leading to westerly aspect balcony over looking the private square gardens.Video Link - YouTube Video Link - taken Jul 13, 2020 Gardens - Access to Marine Squares private gardens.Bedroom 1 - 4.34m x 2.36m - Double bedroom on the top floor, carpet flooring, dual aspect window, feature fire place, en-suite shower room and hand wash basin.Bedroom 2 - 3.25m x 2.24m - Double bedroom on the lower floor, carpet flooring, sash window, en-suite shower and hand wash basin. Built in wardrobes with one housing the boiler.Wc - Separate W.C in hallway with hand wash basin and window.Kitchen - 2.87m x 1.6m - Kitchen area comprising low and high level wooden storage units. Integrated 4 ring hob, stainless steel sink and mixer tap. Dishwasher and fridge freezer.Living Room - 5.87m x 4.55m - Stunning living room with high ceilings, wood flooring, ceiling downlighter, feature fire place. Access to the kitchen and balcony.Furnished.Balcony - Furnished - Furniture and items included:-W.C: MirrorTop bedroom: sofa bed, 5 tier drawers, wooden shelfs x2, white wooden wardrobe, blinds, fan, mirror, picture frame, Bottom bedroom: bed, cupboard with washer/dryer, mirror, 3 tier drawers, blinds,Hallway: peacock frame. Living room: 2x sofas, 1x table and 4x chairs, 3x lamps, 1x tv, 1x tv unit, 1x side table, 1x mirror, photo frames, 1x decorative display, 1 x mirror, 1x iron and board, 3x tier unit, curtainsBalcony: 1x table, Kitchen: bin, ladder, kettle, toaster, plate drying rack, some cutlery and plates.BrochuresC, Marine Square, BrightonBrochure",71 sq. ft.
prop139624745,"
            1 bedroom apartment        ",https://www.rightmove.co.uk/properties/139624745#/?channel=RES_LET,"Victoria Road, London, W3",GB,Commercial,"
Development Microsite





","£2,299 pcm",£531 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"AWOL, One West Point","4 Victoria Road,
North Acton,
W3 6FG",020 3909 7874,https://www.rightmove.co.uk/estate-agents/agent/AWOL/One-West-Point-238379.html,Reduced yesterday,"['Let available date: 18/09/2023', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 12 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Apartment,×1,×1,"['Wifi 300mbs', 'Gym at & Yoga', '24-hour concierge ', 'Pets allowed', 'On site maintenance']","Welcome to One West Point, the epitome of modern urban living in North Acton! This luxurious property, managed by AWOL, offers a seamless blend of comfort, convenience, and style. Located just a stone's throw away from North Acton station, with a mere 1-minute walk, this is the ideal residence for those seeking the perfect balance between connectivity and serenity.

One West Point boasts fully furnished apartments, ensuring that you can move in hassle-free and immediately start enjoying your new home with the convenience of furnished properties.

Stay cozy and warm throughout the year with underfloor heating, providing efficient and comfortable climate control in your apartment.

Whether you're working from home, streaming your favorite shows, or video chatting with loved ones, our lightning-fast internet connection, with speeds of up to 300 Mbps, has you covered for all your online needs.

Take in breathtaking views of the surrounding area from our exclusive roof terraces, offering the perfect setting for relaxation or socializing with your neighbors.

Escape the hustle and bustle of city life in our beautifully landscaped communal gardens, a tranquil oasis in the heart of North Acton where you can unwind and enjoy the outdoors.

Enjoy a wide range of entertainment options with Sky TV, which is included in your tenancy for your convenience and enjoyment.

For eco-conscious residents and cycling enthusiasts, we provide secure bike storage facilities, making it easy for you to store your bicycle.

Your furry friends are welcome here! One West Point is a pet-friendly community, so you can bring your beloved pets along to enjoy your new home.

Join in on our community events and get to know your neighbors through our social events. We believe in fostering a sense of belonging and a vibrant community atmosphere.

Our attentive 24-hour concierge service is available to assist with any inquiries or needs you may have, ensuring your comfort and security.

Stay active and healthy with our state-of-the-art in-house gym, equipped with the latest fitness equipment to help you maintain an active lifestyle.

Unwind and find your inner balance in our dedicated yoga and fitness studios, perfect for relaxation and staying fit.

Keep motivated with our regular fitness classes, which we offer right at your doorstep to help you stay in shape and lead a healthy lifestyle.

Simplify your life with our optional apartment cleaning services, leaving you with more free time to enjoy your home and its amenities.

Manage your tenancy effortlessly through the AWOL resident app, which allows you to handle maintenance requests, book cleaning services, pay rent, and stay connected with the community with a simple online management system.

Don't miss out on the opportunity to make One West Point your new home in North Acton. Experience the pinnacle of contemporary living in a vibrant and welcoming community. Contact us today to schedule a viewing and make this remarkable property your own. Your urban oasis awaits!",600 sq. ft.
prop139647548,"
            3 bedroom semi-detached bungalow        ",https://www.rightmove.co.uk/properties/139647548#/?channel=RES_LET,"Hazelgreen Close, Winchmore Hill N21",GB,Commercial,"
Development Microsite





","£3,000 pcm",£692 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"The Accommodating Company, Enfield","52 Browning Road,
London,
EN2 0EN",020 8103 7003,https://www.rightmove.co.uk/estate-agents/agent/The-Accommodating-Company/Enfield-253739.html,Added yesterday,"['Let available date: 16/09/2023', 'Deposit: £3,461A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Semi-Detached Bungalow,×3,×2,"['Rarely available three bedroom bungalow', 'Situated in a quiet cul-de-sac', 'tastefully decorated throughout', 'Offered unfurnished', 'Very close to Winchmore Hill B.R Station', 'Ideally located for shops & supermarkets, restaurants', 'Gas central heating and double glazing', 'Available now, Viewing highly recommended']","Rarely available this lovely and spacious three double bedroom, two bathroom bungalow is situated in a very quiet cul-de-sac. Located in the heart of Winchmore Hill, this property is offered unfurnished, with three double bedrooms, two bathrooms, large very well equipped modern kitchen diner and a well fitted utility room. There are lots of built in cupboards and storage, gas central heating, fully double glazed, off street parking, beautiful large and mature maintained gardens. This property is in the heart of Winchmore Hill and only a two minute walk to Winchmore Hill British Rail station, with it's fast links into Central London and the tube network. Also very good bus links with Green Lanes very close by. Ideal for shops, supermarkets, restaurants and pubs with Winchmore Hill Green and Grovelands Park on the doorstep. Available now. Viewing is highly recommended.",
prop139647518,"
            House share        ",https://www.rightmove.co.uk/properties/139647518#/?channel=RES_LET,"Princes Riverside Road, Canada Water, SE16",GB,Commercial,"
Development Microsite





",£997 pcm,£230 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"City Rooms, London","3-5 Globe Road,
London,
E1 4DT",020 3597 6612,https://www.rightmove.co.uk/estate-agents/agent/City-Rooms/London-259202.html,Added yesterday,"['Let available date: 11/09/2023', 'Deposit: £1,150A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 6 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,,114 sq. ft.,,"This is a modern double room, well-presented totally furnished.* Nice single room for one person only. * Fully fitted Kitchen and common bathroom.* Free Internet.BrochuresCMP Certificate",
prop139647506,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139647506#/?channel=RES_LET,"Old York Road, London, SW18",GB,Commercial,"
Development Microsite





","£2,100 pcm",£485 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Cound, Wandsworth - Lettings","348 Old York Road,
London,
SW18 1SS",020 3907 8451,https://www.rightmove.co.uk/estate-agents/agent/Cound/Wandsworth---Lettings-85880.html,Added yesterday,"['Let available date: Now', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Flat,×1,×1,"['High spec. first floor Victorian flat', 'Open plan reception/kitchen', 'Private roof terrace', 'contemporary bathroom', 'great location']","An exceptionally presented flat in the heart of this sought after enclave of Wandsworth. This beautifully furnished property is comprised of an open plan reception/kitchen with integrated appliances, a contemporary bathroom, and a double bedroom (with fitted cupboards and shelves) leading to a private roof terrace.  Ideally situated on Old York Road in the Tonsleys, Wandsworth Town Station is moments away, as are the shops and restaurants of Old York Road and the buses and local services on East Hill. Offered furnished, available now.BrochuresCMP Certificate",
prop139647491,"
            1 bedroom apartment        ",https://www.rightmove.co.uk/properties/139647491#/?channel=RES_LET,"Ladys Close, Watford",GB,Commercial,"
Development Microsite





","£1,350 pcm",£312 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Warren Anthony Estate Agents, Watford","12 Market Street,
Watford,
WD18 0PD",01923 961950,https://www.rightmove.co.uk/estate-agents/agent/Warren-Anthony-Estate-Agents/Watford-76163.html,Added yesterday,"['Let available date: 22/10/2023', 'Deposit: £1,557A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Apartment,×1,×1,"['56 METRES TO WATFORD GIRLS GRAMMAR SCHOOL', '0.1 MILES TO WATFORD TOWN CENTRE.', 'COUNCIL TAX BAND C', 'SECOND FLOOR ONE BEDROOM', 'SPACIOUS OPEN PLAN LIVING ROOM / KITCHEN AREA', 'ONE ALLOCATED PARKING SPACE', 'LARGE LOFT AREA FOR STORAGE', 'GATED DEVELOPMENT', 'UNFURNISHED', 'AVAILABLE MID-OCTOBER 2023']","IDEAL FOR PROFESSIONAL COUPLES OR NHS PROFESSIONALS - IMPECCABLE ONE BEDROOM TOP FLOOR APARTMENT SITUATED IN A GATED DEVELOPMENT WITH ALLOCATED PARKING - AVAILABLE MID OF OCTOBER 2023. - 0.2 MILES TO WATFORD HIGH STREET STATION- 0.3 MILES TO WATFORD ATRIA TOWN CENTRE- 0.5 MILES TO WATFORD GENERAL HOSPITAL- 0.9 MILES TO WATFORD JUNCTION STATION- 0.8 MILES TO CASSIOBURY PARK- 1.1 MILES TO WATFORD MET STATIONSpacious top floor apartment situated in a gated development in Central Watford. This second floor apartment is comprised of an entrance hallway, a modern bathroom, double bedroom with fitted wardrobes and an open plan living and kitchen area which also has well designed fitted units for storage. There are two additional storage cupboards and a large loft space.The property comes with one allocated parking space. Offered unfurnished and available mid-October 2023.BrochuresLadys Close, Watford",452 sq. ft.
