property_id,title,url,address,tag,property_status,country,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,tenure,key_features,description
prop139561352,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139561352#/?channel=RES_BUY,"North Road, Goudhurst, Cranbrook, Kent, TN17",Commercial,"
Development Microsite





",GB,"£3,950,000","Knight Frank, Country Department","55 Baker Street,
London,
W1U 8AN",020 3974 2331,https://www.rightmove.co.uk//estate-agents/agent/Knight-Frank/Country-Department-65851.html,Reduced on 06/09/2023,Detached,×5,×5,,Freehold,"['5 bedrooms', '5 reception rooms', '5 bathrooms', '4.91 acres', 'Home Cinema with 110 inch projection and 16 speakers and SONOS throughout', 'CAT6a throughout house with fully installed network throughout', 'RIBA (Royal Institute of British Architects) South East Architectural Winner 2023', 'Incredible Area of Outstanding Natural Beauty views over owned land', 'Automated shutters on front façade of house to close or open vista', 'Super fast fibre optic broadband and Crestron ARIA switches throughout house']","Taking advantage of far-reaching views across the Kentish Weald AONB, Waterfield House is a contemporary and award-winning architectural home overlooking nearly five acres of rolling parkland landscaped gardens within the High Weald Area of Outstanding Natural Beauty (AONB). The concept of the dwelling was to be designed of both the earth and sky. A solid, masonry base was partially dug into the hillside and extended out into the landscape with garden walls, thus hiding its true scale from afar. Materials were chosen as a nod to the natural tones found within the existing site strata.The upper 'sky' floor sits at tree canopy level, taking advantage of stunning views down the valley. Four large living areas are arranged in a linear sequence of interconnected spaces, divided with custom cabinets, and linked to the lower ground floor with a central atrium. Large sliding glazed doors sit behind movable Larch shutters, which open and close to give varying degrees of shading, ventilation, and privacy, whilst casting dappled shadows throughout the day. A separate study and kitchen are hidden within the living spaces.  In addition there is a fantastic cinema room and gymnasium to the rear of the property and an electric car charger at the front. Particular features include:* RIBA South East architectural winner 2023* Shortlisted for BHA home of the year over 2500sq ft (awaiting result)* 7 acres and 2 separate dwellings* Completed in 2022* Designed and CA by PH+, London and Sydney based architectural practice* 2 x Air source heat pumps* 3 phase electricity feed with 2 x electric car chargers * Commercially designed MEP* MVHR system throughout the house* CAT6a throughout house with fully installed network throughout* Lighting, MVHR, blinds, heating and locks all controlled from Crestron* Home Cinema with 110 inch projection and 16 speakers* SONOS throughout the house* Automated shutters on front façade of house to close or open vista.The property also benefits from superfast fibre optic broadband. Outside, the property is approached via an electronically operated gated entrance over an initially shared driveway leading to the private driveway and parking area.  The lovely park-like gardens surrounding the main house enjoy fantastic views over the surrounding countryside.   In all about 4.91 acres.Agents Note:  A detached, fully restored 3-bedroom 'Pump House', nestled some 200m down in the valley with its own entrance and 2.19 acres, is available by separate negotiation to create an annexe to Waterfield House.Goudhurst village 1 mile. Cranbrook 5 miles. Marden station 4.2 miles (London Bridge from 48 mins). Staplehurst station 6.3 miles (London Bridge from 52 mins). Tunbridge Wells 11 miles. Gatwick airport 34 miles. London 46 miles.  (All times and distances approximate)The property is located in a wonderful rural position, within the High Weald Area of Outstanding Natural Beauty, just a mile from the beautiful and sought-after village of Goudhurst which is well known for its pretty centre with ancient church, duck pond, period buildings, inns and restaurants. The regional centre of Royal Tunbridge Wells provides an extensive range of shopping, commercial, recreational and cultural facilities, as well as a mainline train service to London Charing Cross and Cannon Street in under the hour. Train services to London are also available from nearby Marden and Staplehurst. The A21 provides access to the south coast, the M25 and national motorway network with connections to London Gatwick and Heathrow airports, the Channel Tunnel and ferry ports.  There is a good selection of state and private schools in the area including Cranbrook School, Tonbridge and Sevenoaks public schools, Kent College for Girls, Marlborough House and St Ronans at Hawkhurst, Benenden School and Sutton Valence. We understand that the property lies within the Cranbrook School catchment area.  Sporting and leisure facilities in the area include golf courses at Lamberhurst, Hawkhurst, Cranbrook and Dale Hill; sailing and water sports at Bewl Water and on the south coast; walking and riding in the surrounding countryside and at nearby Bedgebury Pinetum.BrochuresMore Details"
prop139472423,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139472423#/?channel=RES_BUY,"Holwood Park Avenue, Keston Park",Commercial,"
Development Microsite





",GB,"£3,950,000","Alan de Maid, Locksbottom","9 Princess Parade
Crofton Road
Orpington
BR6 8NP 
",01689 661649,https://www.rightmove.co.uk//estate-agents/agent/Alan-de-Maid/Locksbottom-4888.html,Added on 04/09/2023,Detached,×5,×5,,Freehold,,"Positioned on Keston Park's premier road a gated private estate on the edge of Locksbottom we are pleased to offer this Recently altered 1920's house that has been well and truly brought into the twenty first century.With a stunning array of period contemporary accommodation the space now extends to over 8500 sq ft on a plot of one acre.With a double electric gated frontage of 170' and rear garden that extends to around 230' in length this substantial family residence has the right amount of space both inside and out for a purchaser to buy  in one of Bromleys premium addresses. The property opens to a large entrance hallway featuring a vaulted ceiling and contemporary staircase both to the first floor and basement areas. In addition to the magnificent Living room there are four further reception rooms at this level with further access to the large fully fitted kitchen breakfast room with south facing aspect and bi folding doors to the rear garden. Access is then into a unique sunken dining room , this is an ideal space for entertaining and is complemented by a games room or bar area which overlooks the dining room. ( the original design was for an indoor swimming pool)Stairs to the basement gives access to plenty of storage, a cinema room and potential for a wine room if needed.Upstairs there are five generous bedrooms all with beautiful en-suites and four with private dressing rooms. Other features include some underfloor heating, a state of the art alarm and security system.Outside to the rear of the property is a large, private, west facing garden which is mostly laid to lawn with mature trees and shrubbery on the borders. The front of the property has been landscaped to provide gravelled parking and well maintained lawn areas, additionally there is access to a double garage. The owners have had CGI created to create a swimming pool, tennis court and seating area perfect for alfresco dinning in the rear garden.Keston Park is a conservation area and a gated secure environment positioned close to Locksbottom village.  This property comes with access to a 50 acre woods and parkland at the end of Holwood Park Avenue  There are many amenities with a variety of local eateries and pubs all within walking distance.  Located on the edge of greenbelt there is also access to the conservation woodland and ponds at Keston.    The M25 at junction 4 is also close by..Local Authority: BromleyCouncil Tax Band: H"
prop139609277,"
            4 bedroom town house for sale        ",https://www.rightmove.co.uk/properties/139609277#/?channel=RES_BUY,"Bourne Street, Belgravia, SW1",Commercial,"
Development Microsite





",GB,"£3,950,000","Maskells Estate Agents Ltd, London","71 Walton Street,
London,
SW3 2HT",020 3909 6465,https://www.rightmove.co.uk//estate-agents/agent/Maskells-Estate-Agents-Ltd/London-96406.html,Added yesterday,Town House,×4,×3,"1,804 sq. ft.",Freehold,"['Freehold house', 'Private Garden', 'Immaculate Condition', 'Excellent location']","An immaculately presented 4 bedroom freehold house, with a superb reception room leading out onto a charming 21ft private garden.Full Description - This well-balanced house is flooded with natural light and is presented in immaculate condition meaning it could be moved into without further expense. Bourne Street is a sought-after address that is within easy reach of the plethora of amenities to be found in the immediate area. Sloane Square station is just 0.2 miles away and within easy walking distance are the shops, bars and restaurants of the Kings Road, Pimlico Green, Elizabeth Street, Sloane Street and beyond. The area also offers some fantastic schools including Eaton House and Francis Holland.BrochuresBourne Street, £3,950,000.pdf"
prop134232866,"
            6 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/134232866#/?channel=RES_BUY,"Ridgway Gardens, Wimbledon, London, SW19",Commercial,"
Development Microsite





",GB,"£3,950,000","Savills, Wimbledon","1 High Street Wimbledon
London
SW19 5DX ",020 3879 5174,https://www.rightmove.co.uk//estate-agents/agent/Savills/Wimbledon-48970.html,Reduced on 05/09/2023,Detached,×6,×2,,Freehold,"['Detached period house with planning permission', 'Six bedrooms', 'Cellar', 'Wonderful gardens', 'Off street parking', 'Garage', 'EPC Rating = E']","Situated on a no-through road in a prime location in Wimbledon Village is this impressive Victorian family house with planning permission to significantly extend.
DescriptionSituated on a no-through road in a prime location in Wimbledon Village, is this elegant six bedroom family home.Planning permission has been granted (Merton Ref: 21/P3897) for a full basement and rear ground floor extension of approx. 7,000 sq ft (650.3 sq m) to include a spa, games room, plant, utility and wine room.The current house has been in the family since 1962.Upon entering the spacious entrance hall at ground floor level on your left is a charming study with internal windows and French doors, resulting in the hallway having plenty of light. To your right is a formal drawing room with double aspect and a window overlooking the garden. The hallway leads through to the well appointed dining room with French doors leading out to the patio which is ideal for al fresco dining. There is a large kitchen for entertaining and also a family room to the rear which is often bathed in sunlight, this leads on to the patio and the garden. There are high ceilings throughout. There is a downstairs WC and cellar.The staircase is filled with light from the southerly facing windows.On the first floor, there are four bedrooms, two bathrooms and a separate WC. On the the top floor, there are two bedrooms with a large loft space.There is one garage as well as additional off street parking.LocationRidgway Gardens is one of the area's finest addresses being a no-through road made up of many impressive late Victorian detached houses. The charming Wimbledon Village High Street is around 600m away with its collection of pretty boutiques and restaurants. Kings College School is only 100m distant. The Common with its 1,200 acres of open space is around 400m away and is perfect for riding, cycling, golf and walking the dog. Wimbledon railway station is around 1500m offering a fast and regular link to central London (Waterloo 17 min) and the District underground line.Source of distances Google Pedometer Source of times  All measurements are approximate.Square Footage: 4,174 sq ft

Additional InfoCouncil Tax Band = IFreeholdBrochuresWeb Details"
prop139500956,"
            3 bedroom flat for sale        ",https://www.rightmove.co.uk/properties/139500956#/?channel=RES_BUY,"Earls Way, London, SE1",Commercial,"
Development Microsite





",GB,"£3,950,000","Hamptons, Tower Bridge","41 Shad Thames,
London,
SE1 2NJ",020 3835 3748,https://www.rightmove.co.uk//estate-agents/agent/Hamptons/Tower-Bridge-37976.html,Added on 05/09/2023,Flat,×3,×3,"1,643 sq. ft.",Freehold,,"The development is located on the south bank of the River Thames, this eighth floor property occupies a prime position offering  1643 sq/ft with two large terraces. The apartment has a spacious, dual aspect reception room with floor to ceiling windows, maximising the stunning views, that lead onto a private roof terrace. The kitchen boasts spectacular handle-less cabinets, stone work surfaces and built in Miele appliances including double oven, coffee machine and wine cooler. The three double bedroom all have en-suite facilities and built in wardrobes, with one having exclusive access to its own southwest facing terrace. The development provides a dedicated 24-hour concierge and security team. There is a stunning private spa facility with a sauna, steam room and Jacuzzi; a beautifully designed pool where residents can relax and unwind; an impressive, fully equipped gymnasium and a fitness room to enjoy yoga or a session with a private trainer. A residents lounge, private meeting room and golf simulator room are also available to residents.SituationShadringham House is the impressive tower that flanks the west side of on this landmark buildng. One Tower Bridge sits on the South Bank of the River Thames, in one of the most privileged positions in London, nestled between three of the city's most important icons: Tower Bridge, the River Thames and the Tower of London. The nearest Underground station is London Bridge 0.3 miles (Northern and Jubilee lines) or take a short scenic walk over the landmark Tower Bridge into The City, with Tower Hill (District and Circle lines) and Tower Gateway (DLR to Canary Wharf)  stations just 0.7 miles away.Additional InformationFreehold
Local Authority - Southwark
Council Tax Band - H"
prop132645560,"
            4 bedroom apartment for sale        ",https://www.rightmove.co.uk/properties/132645560#/?channel=RES_BUY,"Cliveden Place, London, SW1W",Commercial,"
Development Microsite





",GB,"£3,950,000","Savills, Sloane Street","139 Sloane Street,
London,
SW1X 9AY",020 3869 5044,https://www.rightmove.co.uk//estate-agents/agent/Savills/Sloane-Street-48943.html,Reduced on 31/08/2023,Apartment,×4,×3,,Share of Freehold,"['Lateral four bedroom flat', 'Perfectly located close to Sloane Square', 'The building benefits from a resident porter', 'Underground designated garage space', 'Situated on the third floor with lift', 'EPC Rating = C']","A bright and lateral apartment close to Sloane Square with a resident porter and garage space
DescriptionThis well presented third floor, lateral apartment benefits from four bedrooms (three en-suite), a double reception room and separate kitchen that boasts views of the beautiful architecture of Chelsea and Belgravia. The building benefits from a resident porter, lift and a designated garage with parking space.LocationCliveden Place is a popular street that is well positioned in Belgravia. It is convenient for Sloane Square as well as the bustling shops, restaurants and bars of the Kings Road. The nearest underground station is Sloane Square (District and Circle lines) only 0.15 miles away and it is also convenient for Victoria Station 0.6 miles away.Square Footage: 1,785 sq ft

Additional InfoService Charge: Approximately £22,944.12 per annum, plus an additional sinking fund of approximately £12,300 per annum. Local Authority: City of WestminsterCouncil Tax: Band HBrochuresWeb Details"
prop139477160,"
            3 bedroom end of terrace house for sale        ",https://www.rightmove.co.uk/properties/139477160#/?channel=RES_BUY,"Bogs Gap Lane, Steeple Morden, Royston",Commercial,"
Development Microsite





",GB,"£485,000","William H. Brown, Royston","54a High Street, 
Royston, SG8 9AW",01763 295191,https://www.rightmove.co.uk//estate-agents/agent/William-H-Brown/Royston-2105.html,Added on 04/09/2023,End of Terrace,×3,×2,,Freehold,"['Spacious and well-proportioned family home commanding superb views over open countryside to front.', 'Three good-sized bedrooms.', 'Superb views over open countryside to front', 'Spacious en-suite bathroom.', 'Brand new conservatory.', 'Car parking/hard standing to front.', 'Oil-fired boiler.', 'Early internal viewing is highly recommended.']","SUMMARYSituated on the outskirts of this extremely sought-after South Cambridgeshire village, a spacious and well-proportioned three bedroom family home commanding superb views over open countryside to front. Early internal viewing strongly recommended.DESCRIPTIONCommanding superb views over open countryside to front, a spacious and well-proportioned three bedroom family home with the benefit of large secluded garden to front supplying car parking/hard standing to front and spacious en-suite shower room. Early internal viewing is highly recommended.Steeple Morden has the benefit of its' own primary school and public house, and is conveniently situated for easy access to the market towns of Royston and Baldock, both offering an excellent range of shopping and educational facilities together with mainline railway stations with fast and regular services to London and Cambridge. In the nearby village of Odsey, there is also a mainline railway station.Front Door Solid front door to entrance hall.Entrance Hall Staircase to first floor. Ceramic tiled flooring. Large under-stairs storage cupboard.Kitchen/ Diner 14' 8"" x 13' 10"" ( 4.47m x 4.22m )With one-and-a-half bowl inset sink unit with cupboards below, excellent range of base and wall units with adequate working surfaces, oven and ceramic hob with stainless steel extractor over, door to outside, integrated fridge/dishwasher, ceramic tiled floor.Utility 6' 10"" x 6' 1"" ( 2.08m x 1.85m )Range of base and wall cupboards with working surfaces and inset sink unit, integrated freezer, extractor fan and ceramic tiled floor, radiator.Cloakroom/ Wc Comprising low-flush WC, wash hand basin, ceramic tiled floor, radiator.Lounge 22' 10"" x 10'  ( 6.96m x 3.05m )Two radiators, TV point, double door to conservatory.Conservatory 12' 3"" x 8' 5"" ( 3.73m x 2.57m )Double doors to outside, floor covering.Staircase To First Floor Staircase from entrance hall to first floor landing.First Floor Landing Storage cupboards, staircase to second floor, doors to:Bedroom Two 12' 2"" x 9' 6"" ( 3.71m x 2.90m )Radiator. Large wardrobes.Bedroom Three 9' 5"" x 9' 5"" ( 2.87m x 2.87m )Radiator.Bathroom Modern suite comprising low-flush WC, wash hand basin, separate fully tiled shower cubicle, heated towel rail, extractor fan, ceramic tiled flooring, panel enclosed bath.Staircase To Second Floor Staircase from first floor landing to second floor.Bedroom One 13' 3"" x 13' 2"" ( 4.04m x 4.01m )Two velux windows to front, fitted wardrobes, radiator.En-Suite En-suite bathroom with low-flush WC, wash hand basin, heated towel rail, tiled floor.Outside Front Garden Generous front garden laid predominantly to lawn with flower borders, summer house with electric power connected (ideal for home office or gymnasium), oil tank, freestanding condensing oil-fired boiler and off-road parking for a number of vehicles.Rear Garden Low maintenance rear garden with patio area, storage shed, outside tap. Outdoor lighting.Agent's Note Early internal viewing of this spacious and well-proportioned three bedroom family home is strongly recommended to avoid disappointment.1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.
2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.
3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.
4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.
5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY.BrochuresPDF Property ParticularsFull Details"
prop139452437,"
            3 bedroom penthouse for sale        ",https://www.rightmove.co.uk/properties/139452437#/?channel=RES_BUY,"Woodfield Road,
London,
W9 2EF",Commercial,"
Development Microsite





",GB,"£3,950,000",Meadow Residential,"Woodfield Road,
London,
W9 2EF",020 3840 3322,https://www.rightmove.co.uk//developer/branch/Meadow-Residential/The-Brick-217736.html,Added on 04/09/2023,Penthouse,×3,×3,"1,818 sq. ft.",Leasehold,"['Occupying the whole top floor of the building ', 'A 360-degree aspect', 'Spacious open plan, double aspect living area leading out to a large triple aspect terrace, which is predominantly South facing', 'State of the art bespoke kitchen', 'High Ceilings and flooded with natural light ', 'Underfloor heating', 'Comfort Cooling to reception and all bedrooms ', 'A dedicated car platform that houses up to 4 car (optional extra)', 'Concierge & residents rooftop garden', '10-minute walk to Portobello Road']","Set within The Brick - a brand-new development in Westbourne Park - this three-bedroom penthouse apartment sets a new benchmark for city living, with design by architects Stiff + Trevillion. Across its spacious footprint, expect carefully-considered interior design, state-of-the-art technologies and panoramic views over London. 

The Brick's striking exterior was designed with reference to 20th century architect, Edwin Lutyens. A pioneer of the Arts and Crafts movement, Lutyens was famed for his brickwork and stone masonry, use of local materials and simple yet solid structural form. His architectural vernacular is evidenced in the premium Petersen Tegl mixed-brick fac ade, interspersed with clean-line balconies and glazing. 

From the entrance lobby, take the private lift to the twelfth storey. Engineered timber floors lead from the hallway into an expansive open-plan kitchen, dining and reception room. There's a luminosity to the space, courtesy of the white matte emulsion walls and ceilings - brightened further by sunlight that pours through a series of full- height glass doors. At one end, the Wilson Frank kitchen makes a bold statement with black tongue-and-groove cabinetry, a copper sink and bronzed glass splashback. High spec appliances by Miele and Bosch are neatly integrated, while a dramatic pendant light softly illuminates the metal-topped central island. The rest of the room can be delineated between dining and seating zones, while the eye is drawn to an ambient suspended fireplace. Outside lies a large roof terrace, where brick columns give way to sweeping vistas across the city's inimitable skyline. 

Contemporary and calming, the principal bedroom suite is all pared-back interiors and swathes of natural light. Set on luxury Dorset twist carpet, the double bed faces onto full-height glazing that opens directly onto a second terrace. Behind a partition wall, a dedicated dressing area is crafted with bespoke wooden shelving. Beyond, the en suite bathroom has been finished with flawless attention to detail. The timeless Drummonds' freestanding bath is backdropped by a parquet tile wall. A marble-topped dual vanity - complete with gilded Hansgrohe taps - has a playful twist with bold botanic wallpaper. A frosted Crittall-style door reveals a large rainfall shower wrapped in muted mosaic stone tiles. Two further bedroom suites, which offer versatility to be used as studies or exercise rooms, also enjoy far-reaching views across the surrounding cityscape. 

Residents can also make use of two communal gardens; verdant, landscaped spaces that belie The Brick's thoroughly urban location. Inspired by celebrated horticulturalist Gertrude Jekyll and her partnership with Edwin Lutyens, the sprawling roof terrace showcases perennials and planters contained in red brick parapets. It's one of London's largest private roof terraces - tailor- made to capitalise on London's warmer months. 

Caught between Notting Hill, Maida Hill and North Kensington, The Brick i s located in one of London's most eclectic and sought-after spots. There's a community feel to Golborne Road, where locals flock to Lisboa and Layla Bakery for freshly-baked goods. Retail therapy comes in the form of Portobello Road's vintage boutiques, or Westfield Shopping Centre's world-class retailers. Stroll down Little Venice, the tranquil towpath lined with colourful barges and handsome Georgian townhouses. Stop by the Theatre Cafe  before seeing a show at Regent's Park Open Air Theatre, a fixture in the capital's summertime calendar. Or for something closer to home, it's a short walk to local landmark The Electric Cinema - followed by dinner at Laylow."
prop139641047,"
            3 bedroom apartment for sale        ",https://www.rightmove.co.uk/properties/139641047#/?channel=RES_BUY,"Cresta House, 133 Finchley Road, London, NW3",Commercial,"
Development Microsite





",GB,"£3,950,000","Hanover, St John's Wood","102 St. Johns Wood Terrace,
London,
NW8 6PL",020 3834 8772,https://www.rightmove.co.uk//estate-agents/agent/Hanover/St-Johns-Wood-74440.html,Added yesterday,Apartment,×3,×3,,Leasehold,"['Penthouse', '3 Bedrooms, 3 Bathrooms', '2,710 sq ft / 251 sq m', 'Breathtaking views overlooking London', 'Guest powder room', '2 large roof terraces', 'Double glazing', 'Air conditioning', 'Private lift access', '2 Underground parking spaces']","A well-presented three bedroom, three bathroom penthouse (2,710 sq ft / 251 sq m) situated on the ninth (top) floor of this purpose built block with some of the most breathtaking views overlooking London. The apartment comprises double length reception room, office area, separate kitchen, utility room, three bedrooms, two ensuites, a family bathroom and a separate guest powder room. Further benefits include two large roof terraces, double glazing and air conditioning throughout, independent heating & hot water, private lift access and two underground parking spaces. The property is well located for the shops, cafés and restaurants of Swiss Cottage as well as the underground station (Jubilee Line). The green open spaces of both Primrose Hill and Regents Park are close by. Long leasehold with approx. 174 years remaining. Camden Council Tax Band G. Service charge: £18,000 approx. per annum. Reserve fund: £2,600 approx. per annum.BrochuresParticulars"
prop139587077,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139587077#/?channel=RES_BUY,"North Road, Goudhurst, Cranbrook, Kent, TN17",Commercial,"
Development Microsite





",GB,"£3,950,000","Savills, Cranbrook","53/55 High Street,
Cranbrook,
TN17 3EE",01580 234671,https://www.rightmove.co.uk//estate-agents/agent/Savills/Cranbrook-48569.html,Reduced on 06/09/2023,Detached,×5,×5,,Freehold,"['RIBA South East architectural winner 2023', 'Incredible Area of Outstanding Natural Beauty views over owned land', 'Lighting, MVHR, blinds, heating and locks all controlled from Crestron', 'Automated shutters on front façade of house to close or open vista', 'SONOS throughout', 'Home Cinema with 110 inch projection and 16 speakers', '2x electric car charging points', 'EPC Rating = B']","Outstanding opportunity to own a one-off property with beautiful views in a sought after location
DescriptionTaking advantage of stunning views across the Kentish Weald, Waterfield House sits nestled within the High Weald Area of Outstanding Natural Beauty.The concept of the dwelling was to be designed of both the earth and sky. A solid, masonry base was partially dug into the hillside, and extended out into the landscape with garden walls, thus hiding its true scale from afar. Materials were chosen as a nod to the natural tones found within the existing site strata. The plinth provides opportunity to house the more private bedroom and entertainment spaces and creates a base for the lighter, dual aspect living spaces to be located on the upper level.The upper ‘sky’ floor sits at tree canopy level, taking  advantage of stunning views down the valley. Four large living areas are arranged in a linear sequence of interconnected spaces, divided with custom cabinets, and linked to the lower ground floor with a central atrium. Large sliding glazed doors sit behind movable Larch shutters, which open and close to give varying degrees of shading, ventilation, and privacy, whilst casting dappled shadows throughout the day.A separate study and kitchen are hidden within the living spaces. In addition there is a fully equipped gym and cinema room to the lower floor. To the rear, the building merges into the landscape at the top of the site, enclosing a modest, south-facing courtyard providing shelter from the elements whilst allowing light deep into the plan.LocationWaterfield House is located in a wonderful rural position, within the High Weald Area of Outstanding Natural Beauty, just a mile from the beautiful and sought-after village of Goudhurst which is well known for its pretty centre with ancient church, duck pond, period buildings, inns and restaurants. The regional centre of Royal Tunbridge Wells provides an extensive range of shopping, commercial, recreational and cultural facilities, as well as a mainline train service to London Charing Cross and Cannon Street in under the hour. Train services to London are also available from nearby Marden and Staplehurst. The A21 provides access to the south coast, the M25 and national motorway network with connections to London Gatwick and Heathrow airports, the Channel Tunnel and ferry ports. There is a good selection of state and private schools in the area including Cranbrook School, Tonbridge and Sevenoaks public schools, Kent College for Girls, Marlborough House and St Ronans at Hawkhurst, Benenden School and Sutton Valence. We understand that the property lies within the Cranbrook School catchment area. Sporting and leisure facilities in the area include golf courses at Lamberhurst, Hawkhurst, Cranbrook and Dale Hill; sailing and water sports at Bewl Water and on the south coast; walking and riding in the surrounding countryside and at nearby Bedgebury Pinetum.Goudhurst village 1 mile, Marden station 4.2 miles (London Bridge from 48 mins), Cranbrook 5 miles, Staplehurst station 6.3 miles (London Bridge from 52 mins), Tunbridge Wells 11 miles, Gatwick airport 34 miles, London 46 miles (All distances and times are approximate)Square Footage: 6,567 sq ft

Acreage: 4.91 AcresDirectionsFrom the Wilsley Pound roundabout outside Cranbrook, take the A262 to Goudhurst. Turn right at The Goudhurst Inn and continue until the T junction. Turn right onto the B2079 and continue until an S-bend. Immediately after turn left onto a driveway signposted Waterfield House and The Pump House. The properties will be found after a short distance on the left-hand side. 
Additional InfoParticular features include:• RIBA South East architectural winner 2023• Shortlisted for BHA home of the year over 2500sq ft (awaiting result)• Incredible Area of Outstanding Natural Beauty views over owned land• 7 acres and 2 separate dwellings• Completed in 2022• Designed and CA by PH+, London and Sydney based architectural practice • House built into hill in an Area of Outstanding Natural Beauty• 2 x Air source heat pumps• 3 phase electricity feed with 2 x electric car chargers• Commercially designed MEP• MVHR system throughout the house• CAT6a throughout house with fully installed network throughout• Crestron control system, IPAD’s throughout house• Crestron ARIA switches throughout house• Lighting, MVHR, blinds, heating and locks all controlled from Crestron• Home Cinema with 110 inch projection and 16 speakers• SONOS throughout the house• Automated shutters on front façade of house to close or open vistaAgents Note: A detached, fully restored 3-bedroom 'Pump House', some 200m down in the valley with its own entrance and 2.19 acres, is available by separate negotiation to create an annexe to Waterfield House.BrochuresWeb Details"
prop139476800,"
            3 bedroom flat for sale        ",https://www.rightmove.co.uk/properties/139476800#/?channel=RES_BUY,"Inverforth House, North End Way, London, NW3",Commercial,"
Development Microsite





",GB,"£3,950,000","Knight Frank, Hampstead","58-62 
Heath Street
London
NW3 1EN ",020 3835 2156,https://www.rightmove.co.uk//estate-agents/agent/Knight-Frank/Hampstead-65806.html,Added on 04/09/2023,Flat,×3,×3,,Share of Freehold,"['3 bedrooms', '3 reception rooms', '3 bathrooms', 'Period', 'Communal Garden', 'Concierge', 'Double Garage', 'Garden', 'Ground Floor', 'Lower Ground Floor']","Inverforth House is a highly exclusive Grade II listed mansion comprising luxurious apartments and set within 3 acres of grounds. The building is picturesque and the grounds are wonderfully manicured with a private entrance to the Pergola leading on to Golders Hill Park. The apartment is situated on the ground and lower ground floor and is in good condition. Comprising three bedrooms on the ground floor and a large separate, eat-in kitchen which is perfect for dinner parties, the reception is situated on the ground floor with direct access on to a private terrace. A feature spiral, wooden staircase gives access to the lower ground level which consists of a bedroom/cinema room and a bathroom which could easily be used for overnight guests.Other benefits include a garage, a tennis court, a vast communal garden and a 24/7 concierge.The apartment is located within 1,000m of the shops restaurants and transport facilities of Hampstead High Street and next to Hampstead Heath.BrochuresMore DetailsBrochure - Inverfort"
prop128360366,"
            4 bedroom apartment for sale        ",https://www.rightmove.co.uk/properties/128360366#/?channel=RES_BUY,Bryanston Court,Commercial,"
Development Microsite





",GB,"£3,925,000","London House, London","65 Weymouth Street,
London,
W1G 8NU",020 3840 3485,https://www.rightmove.co.uk//estate-agents/agent/London-House/London-183887.html,Reduced on 05/09/2023,Apartment,×4,×3,,Leasehold,,"London House is delighted to bring to the market this outstanding ground floor apartment in one of Marylebone's most desirable mansion blocks.  
Finished to exacting standards, this home offers beautiful entertaining spaces and is perfectly positioned in Marylebone, giving you the very best lifestyle this prime location has to offer.This exceptional apartment benefits from its own private entrance and is beautifully presented throughout with neutral colour tones and a sophisticated feel. Comprising a spacious open-plan reception and dining area, an additional living space, a delightful, contemporary kitchen, master bedroom with en-suite benefiting from a large shower, bath and twin sinks, further three bedrooms and three bathrooms. The apartment also includes a study and a superb bar area in the entrance hall. Added benefits include 24 hour concierge and lifts.Bryanston Court is superbly located for the amenities of Marylebone and the West End and within proximity to the green spaces of Hyde Park. It also offers excellent transport links from Marble Arch, Edgware Road and Marylebone Stations.BrochuresParticulars"
