property_id,title,url,address,address_2,property_status,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,key_features,description,epc_rating,key_info
result-13683604,3 bedroom maisonette for sale,https://www.onthemarket.com/details/13683604/,"Selborne Avenue, London","Selborne Avenue, London",3 bedroom maisonette for sale,"£370,000",haart Estate Agents - East Ham,"
                         219 High Street North
East Ham
E6 1JG
                        
                      ", 020 8022 6672,https://www.haart.co.uk,Chain-free,Maisonette,3 bed,1 bath,,"['Tenure: Leasehold (92 years remaining)', 'SPLIT LEVEL MAISONETTE', 'THREE SPACIOUS BEDROOMS', 'FIRST FLOOR BATHROOM', 'SPACIOUS LOUNGE', 'PRIVATE GARDEN', 'CHAIN FREE']","GUIDE PRICE £370,000-£380,000.This three bedroom maisonette boasts a large private garden in addition to large amount of living space. There is no onward chain so we would recommend an early viewing , we look forward to hearing from you.",,"['Tenure:\xa0', 'Leasehold  |  92 yrs left', 'Ground rent:\xa0', '£10 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£1,234 per annum', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *']"
result-13683603,3 bedroom link detached house for sale,https://www.onthemarket.com/details/13683603/,"Lesney Park, Erith, Kent, DA8","Lesney Park, Erith, Kent, DA8",3 bedroom link detached house for sale,"£475,000",Robinson Jackson - Northumberland,"
                         226 Bexley Road
North' Heath Kent
DA8 3HB
                        
                      ", 01322 953943,https://www.robinson-jackson.com/,Added today,Link detached house,3 bed,1 bath,893 sq ft / 83 sq m,"['Tenure: Freehold', ""15' x 15'2 Lounge"", ""9'8 x 8'4 Dining room"", ""15'9 x 9' Fitted kitchen/breakfast room"", 'Modern first floor bathroom and ground floor cloakroom', ""29' Rear garden"", ""16'2 x 8' Garage and block paved driveway""]","* GUIDE PRICE £475,000 - £500,000 * RARELY AVALIABLE link detached IMMACULATELY PRESENTED family home located within the EVER DESIRABLE ""LESNEY PARKk"" area with EXTENSION POTENTIAL (STUPP) and within convenient distance of POPULAR SCHOOLS, ZONE 6 STATIONS with links to ABBEY WOOD'S CROSSRAIL, LEISURE FACILITIES and NORTHUMBERLAND HEATH PARADE.Key TermsErith & Northumberland Heath are adjacent neighbourhoods enjoying close proximity to Bexley borough’s main thoroughfare, Bexleyheath Broadway. Firmly residential, Northumberland Heath is a quiet enclave with some charming Victorian properties and a small village-like centre. Erith is a larger town that has undergone rejuvenation in recent years, with a revamped town centre, a waterfront setting (home to London’s longest pier) and an ambitious house building programme. Don’t miss the annual Erith Riverside Festival.",EPC rating: D*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683593,3 bedroom penthouse for sale,https://www.onthemarket.com/details/13683593/,"Cityview Point, Aberfeldy Village, Poplar, E14","Cityview Point, Aberfeldy Village, Poplar, E14",3 bedroom penthouse for sale,"£625,000",Vanquish Real Estate - London,"
                         3 Warehouse Court, 18 Duke of Wellington Avenue
Royal Arsenal Riverside
SE18 6BY
                        
                      ", 020 8115 9144,https://www.vanquishrealestate.com/,Added today,Penthouse,3 bed,2 bath,,"['Tenure: Leasehold (991 years remaining)', 'Secure Car parking', 'Sun Deck Terrace', 'Concierge services', 'Floor Area: 1044', 'Floor Level: 10', 'Years Remaining (Leasehold): 991']","Service charge (For Leasehold tenure): £4138 per year. Review period: Annually.RESALE - Vanquish Real Estate is thrilled to offer this three-bedroom two-bathroom penthouse located on the 10th floor of Cityview Point development located in Poplar.This apartment benefits from an internal surface of 1,044 sq ft, 2 balconies, and a fantastic waterview. The South, East, and North aspects give this penthouse the brightest exposition to the natural sunlight.The property has one underground parking space included in the asking price.Features:10th floor flat3 bedrooms2 bathrooms2 balconiesThis flat benefits from:Canning Town station a short walking distance awayBlackwall and Langdon Park DLR stations a short walking distance awayShort commute to Canary WharfResidents only  secure bike store communal garden, 2 rooftop terraces, and 12/5 concierge serviceAdjacent to Citiview Point restaurants, coffee shops, a Sansbury, and a commercial gym will be opening soon. This is part of a regeneration project in place in the Poplar area that will completely transform the area.A bring will be also constructed to reduce half the commute to Canning Town station.",,"['Tenure:\xa0', 'Leasehold  |  991 yrs left', 'Ground rent:\xa0', '£400 per annum  |  review period: 10 yrs', 'Service charge:\xa0', '£4,138 per annum', 'Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683590,3 bedroom terraced house for sale,https://www.onthemarket.com/details/13683590/,"Richmond Road, Ilford, Essex, IG1","Richmond Road, Ilford, Essex, IG1",3 bedroom terraced house for sale,"£450,000",Gaff Estates - Woolwich,"
                         48 Thomas Street
Woolwich, London
SE18 6HT
                        
                      ", 020 8115 1462,http://gaffestates.co.uk/,Added today,Terraced house,3 bed,1 bath,,"['Tenure: Freehold', 'Shops and amenities nearby', 'Fitted Kitchen', 'Double glazing', 'Close to public transport', 'Garden', 'Parking']","Welcome to Richmond Road, a stunning residential property located in IG1 United Kingdom. With a price of £450,000.00, this 3-bedroom home offers an exceptional opportunity for those looking to embrace a high-quality and comfortable lifestyle. As you step into the property, you are greeted by a warm and inviting atmosphere. The tastefully designed interiors showcase modern finishes and an abundance of natural light, creating a serene and inviting ambiance. The spacious open-plan layout seamlessly blends the living, dining, and kitchen areas, providing an ideal space for entertaining guests or spending quality time with family. Each of the three bedrooms exudes relaxation and tranquility, offering a sanctuary away from the hustle and bustle. The master bedroom boasts ample closet space and an bathroom, providing the perfect retreat for restful nights. The additional two bedrooms are generously proportioned, offering flexibility for a growing family or guests. The local area surrounding Richmond Road is filled with a wealth of conveniences that will enhance your everyday living experience. Commuting is a breeze, with several train stations and underground stations nearby, ensuring easy access to various parts of the city. The bustling bus connections and their corresponding numbers also provide additional flexibility for those who prefer public transportation. Within a short distance of IG1 , you'll find an array of shops that cater to your every need. Whether you're seeking daily essentials or looking for a charming boutique, there are several specific shop names within half a mile radius that will cater to your varied shopping preferences. To further enhance your lifestyle, this property is surrounded by a host of amenities, including parks, recreational facilities, and vibrant dining options. Take a stroll through the local parks, enjoy a picnic with loved ones, or indulge in a delicious meal at one of the nearby restaurants, all within easy reach of this remarkable property. Don't miss out on the opportunity to embrace the best in residential living at Richmond Road. With its prime location, modern interiors, and a host of local amenities, this property is truly a place to call home. Start your next chapter in comfort and style by making this property your own. Reach out today to schedule a viewing and discover all that this exceptional home has to offer.",,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *']"
result-13656657,4 bedroom terraced house for sale,https://www.onthemarket.com/details/13656657/,"Rannoch Road, London, W6","Rannoch Road, London, W6",4 bedroom terraced house for sale,"£1,325,000",Knight Frank - Fulham,"
                         203 New Kings Road
Fulham
SW6 4SR
                        
                      ", 020 8022 6975,https://www.knightfrank.co.uk/contact/fulham-estate-agents?utm_medium=referrer&utm_source=portal&utm_campaign=OTMRedirectionFulham,Added today,Terraced house,4 bed,3 bath,"1,399 sq ft / 130 sq m","['Tenure: Freehold', '4 bedrooms', '1 reception room', '3 bathrooms', 'Terraced']","This spacious Edwardian property has been well maintained and extended to create a fantastic family home. The accommodation comprises on the ground floor, a bay fronted double reception room with double doors to a dining room with doors leading out onto the private rear garden.On the first floor are two double bedrooms, a further single bedroom and modern shower room. On the second floor is the master bedroom with en-suite bathroom. The property further benefits from gas central heating.Rannoch Road is located within an 8 – 10 minute walk to Hammersmith underground station and ideally positioned for the River Thames towpath which offers easy access to its' numerous restaurants, bars and pubs as well as the recently renovated Riverside Studios which boasts a cinema, two theatres, art gallery, restaurant and bar.",EPC rating: C*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band F', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-12624881,6 bedroom terraced house for sale,https://www.onthemarket.com/details/12624881/,"Westbourne Grove, Notting Hill, London, W11","Westbourne Grove, Notting Hill, London, W11",6 bedroom terraced house for sale,"£7,950,000",Knight Frank - Notting Hill,"
                         294 Westbourne Grove
London
W11 2PS
                        
                      ", 020 8022 7172,https://www.knightfrank.co.uk/contact/notting-hill-estate-agents?utm_medium=referrer&utm_source=portal&utm_campaign=OTMRedirectionNotting_Hill,Reduced today,Terraced house,6 bed,4 bath,"3,541 sq ft / 329 sq m","['Tenure: Freehold', '6 bedrooms', '1 reception room', '4 bathrooms', 'Gym', 'Parking', 'Roof Terrace', 'Swimming Pool', 'Terraced']","Inside, the heritage grandeur of this six-bedroom home has been redrawn with awe-inspiring contemporary imagination.The ground-floor reception room sets a tone of stylish elegance, with dark wood floors, marble accents and a gilded metal screen – aesthetic sentiments employed throughout the home. Set above the modern fireplace, a large mirror amplifies the swathes of sunlight that fill the space. A glass balustrade frames an immense double-height void connecting this room to the open-plan kitchen and dining area below. It holds striking architectural impact, engineered with full-height glazing and an expansive roof light – emphasised further by a sculptural chandelier that spans the vertical drop.The lower-ground floor kitchen is centered by a large island, finished in lustrous marble that continues to sweep across the floors. Chef-grade Gaggenau and Miele appliances make for an erganomic culinary setting, whilst full-height wine storage is seamlessly integrated behind glass doors with bronze framing. Beyond the dining space, the voluminous glass panels slide open with immaculate precision to the garden. A towering wall of blonde brick and clean-line whitewashed seating paints an urban al fresco scene.A staircase descends to an intimate family room on the basement level. Transforming the subterranean plot into a showpiece of cutting-edge design, a marble-clad swimming pool is positioned next door. Its opulence is enriched with sunlight that filters through a glass roof during the day and recessed track lighting which casts a warm glow come evening. This floor also hosts a gym, double bedroom and shower room, organised around an internal courtyard.The sumptuous principal bedroom suite occupies the entire first floor, introduced through a corridor of velvet sage-green paneled wardrobes. Modish finishes span the plush grey carpets to the bold marble bathroom, complete with a dual vanity and oversized rainfall shower. Light is channeled through floor-to-ceiling French windows, accentuating the glinting crystal chandelier. From here, there's direct access to the suntrap roof terrace. Spread across the lower-ground, second and third floors are four guest bedrooms and two bathrooms – continuing the home's flawless craftmanship.This home's outstanding refurbishment showcases the timelessness of expert design. Six stories of standout materials and sprawling proportions render a compelling canvas for modern family dwelling, enhanced by its inimitable position on Westbourne Grove.Westbourne Grove is the vibrant artery that feeds Notting Hill, with some of its most-favoured hauntsright on your doorstep. Coveted boutiques such Paolita, Reformation and Sézane are interspersedbetween refreshment stops – Granger & Co., Bodyism and Ottolenghi to name but a few. Daylesford Organic Farm Shop and Planet Organic are conveniently located for grocery essentials. The expansive lawns of Hyde Park are a short walk away, with the Serpentine Lido poised for early-morning swims, or head up Portobello Road for a film at the Electric Cinema, followed by dinner at Gold.",EPC rating: D*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683581,3 bedroom bungalow for sale,https://www.onthemarket.com/details/13683581/,"Nutfield Way, Orpington, BR6","Nutfield Way, Orpington, BR6",3 bedroom bungalow for sale,"£750,000",Anthony Martin Estate Agents - Locksbottom,"
                         3 Princess Parade, Crofton Road
Locksbottom, Kent
BR6 8NP
                        
                      ", 01689 251846,http://www.anthonymartin.co.uk/Services/Locksbottom,Chain-free,Bungalow,3 bed,1 bath,"1,033 sq ft / 96 sq m",,"*CHAIN FREE*DETACHED BUNGALOW*SCHOOL CATCHMENT*LARGE PLOT*POTENTIAL TO EXTEND STPP*DETACHED GARAGE*A beautifully presented three bedroom detached bungalow situated in a quiet, sought after location. This fine property has been maintained to a high standard by the current owners and would make a fabulous home for anyone looking for a bungalow in Locksbottom.The property offers flexible, modern living with a wonderful kitchen/dining area installed recently with doors opening to the rear garden. Alternatively you can gain an additional reception room by using one of the three bedrooms. There are currently three bedrooms all with modern built in wardrobes with ample storage and a spacious family bathroom with a bath and separate shower. There is a large patio to the rear of the house with the rest of the garden laid to lawn. The property occupies a good size plot with gardens to the front, rear and side and a patio area. There is a detached garage with up and over doors and off road parking to the front for three/four cars.The nearest stations are Orpington and Petts Wood and both are around 1.25 miles so well placed if you commute to work. If you have a young family this property is within the catchment of the excellent Darrick Wood Schools and is also ideally placed for Locksbottom high street with its supermarkets, restaurants and pubs.Sure to generate a great deal of interest we recommend viewing at your first opportunity.",EPC rating: E*,"['Tenure:\xa0', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683575,3 bedroom mews for sale,https://www.onthemarket.com/details/13683575/,"Ennismore Gardens Mews, Knightsbridge, London, SW7","Ennismore Gardens Mews, Knightsbridge, London, SW7",3 bedroom mews for sale,"£4,500,000",Russell Simpson - Chelsea,"
                         151A Sydney Street
Chelsea, London
SW3 6NT
                        
                      ", 020 8022 7159,http://www.russellsimpson.co.uk,Added today,Mews,3 bed,3 bath,"1,977 sq ft / 184 sq m",['Tenure: Freehold'],"Three-bedroom mews house on a beautiful cobbled street close to Hyde Park Entering the house on the ground floor, the front hall opens to a generous reception room. This includes an open-plan kitchen, as well as separate dining and seating areas. An open staircase leads to three bedrooms on the first floor. The principal bedroom has an ensuite bathroom, considerable built-in storage, and French doors opening onto a balcony. There is a second bedroom with a balcony, as well as a third bedroom and shared bathroom. The lower ground floor includes a reception room with an ensuite bathroom and dressing room, which could be used as a bedroom. In addition, this floor contains a large utility room and additional storage space. The property is decorated in a tasteful contemporary style and presented in good condition.The property includes three balconies, one with access to the flat roof. 
Ennismore Gardens Mews is a well-preserved and picturesque mews street with pastel-painted houses and a cobbled road. Both South Kensington and Knightsbridge underground stations are within walking distance, while the open spaces of Hyde Park are also nearby. In addition, the many cultural institutions of South Kensington are close, including world-class museums and concert halls.",EPC rating: D*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683566,4 bedroom apartment for sale,https://www.onthemarket.com/details/13683566/,"Devonshire Place, Marylebone, London, W1G","Devonshire Place, Marylebone, London, W1G",4 bedroom apartment for sale,"£7,250,000",Carter Jonas - Marylebone & Regents Park,"
                         37 New Cavendish Street
Marylebone
W1G 9TL
                        
                      ", 020 8022 7328,http://www.carterjonas.co.uk/property/estate-agents/marylebone-and-regents-park.aspx,Added today,Apartment,4 bed,4 bath,"3,509 sq ft / 326 sq m","['Tenure: Leasehold', '4 bedrooms', '4 bathrooms', '3 Reception Rooms', 'Roof Terrace & Courtyard', 'Period Features', 'Contemporary Design', 'Long Leasehold', 'Close to Marylebone High Street']","Positioned on the north end of Devonshire Place this amazing duplex offers some 3570 sq ft of light-filled contemporary accommodation built around a central courtyard. On the ground floor are two elegant reception rooms with traditional high ceilings incorporating a cleverly designed kitchen and dining room plus in the rear portion a further reception room leading out to a private, green terrace. The stairs leading to the bedroom level are encased in glass offering staggering volume and intelligent design to maximise sunlight. On this level there are four double bedrooms, all with impressive ensuite bath/shower rooms. This flat combines stunning modern design and specification with beautiful features befitting the period and must be viewed to appreciate the level detail and design that has gone into creating one of the finest homes in Marylebone.",EPC rating: D*,"['Tenure:\xa0', 'Leasehold', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683559,2 bedroom apartment for sale,https://www.onthemarket.com/details/13683559/,"Hampden Road, Harringay Ladder, N8","Hampden Road, Harringay Ladder, N8",2 bedroom apartment for sale,"£525,000",Winkworth - Harringay,"
                         10-11 Grand Parade
Green Lanes
N4 1JX
                        
                      ", 020 8022 6832,http://www.winkworth.co.uk,Added today,Apartment,2 bed,1 bath,,"['Tenure: Share of freehold', '2 Bedrooms', 'Reception Room with High Ceilings', 'Kitchen Breakfast Room', 'Bathroom', 'Mature South-Facing Garden', 'Crawl Style Loft Space', 'Share Of Freehold', 'Sought After Location']","Presenting this stunning period conversion, complete with a private south facing garden and impeccably maintained interiors, spanning approximately 572 sqft.Upon entering, you'll find a communal hallway leading to the flat. The front-facing reception room is a captivating space with lofty ceilings, an elegant period fireplace, and polished wooden floors. Large sash windows bathe the room in natural light. The property also boasts a modern, well-appointed kitchen-diner, a modern family bathroom, two comfortable double bedrooms tastefully presented, and a maintained private south facing garden. Situated within the sought-after 'Harringay Ladder' area, known for its charming Victorian terraces, this property offers convenience with its proximity to both the Piccadilly Line Tube and Hornsey Overground stations. The local community is warm and welcoming, and you'll have the luxury of choosing from a growing array of independent shops, cafes, and restaurants along Harringay Green Lanes. For even more dining and shopping options, nearby Crouch End Broadway beckons. Nature enthusiasts will appreciate the various nearby parks, including Alexandra Palace, Priory Park, Finsbury Park, and Downhills Park/Lordship Rec.Transportation options are excellent, with Turnpike Lane Underground Station on the Piccadilly Line just a 6-minute walk away. Alternatively, Hornsey Rail Station, even closer in the opposite direction, offers frequent trains to Finsbury Park, Kings Cross, Old Street, and Moorgate, ensuring a quick 20-minute commute to the city.Hampden Road is within the catchment area for North Harringay School, making it an ideal location for families. Additionally, there are numerous children's activities and community groups to cater to the needs of young families.Sellers Thoughts:""We have loved living here on Hampden Road. Our neighbours are wonderful, and there is a strong sense of community on the road. Our best times have been in our flat. The lounge is the perfect size for hosting friends and family (which we frequently do) or for relaxing and unwinding in the evenings. With a separate dining space, it’s not only ideal for dinner parties but also provides the flat with ample social and relaxation areas.The garden is our favourite space, with two seating areas (a coffee table space with a patio and an L-shaped sofa). We thoroughly enjoy dining, drinking, and socialising outdoors here. Surprisingly, the garden remains tranquil despite its proximity to various roads and shops. Moreover, there is plenty of room for pets to roam, or, as we’ve attempted several times (not always successfully), to cultivate beautiful plants.In terms of location, we are a short walk away from Crouch End and the Ladder, both of which offer numerous pubs, bars, and restaurants that we cherish, all conveniently close to our flat.We have loved it here and we are sure whoever the next owner is, will love it too.""Please contact the Sales department at Winkworth Harringay office to arrange an appointment to view[use Contact Agent Button] - [use Contact Agent Button]                   Winkworth.co.uk  Your local independently owned property agency with a network of 60 London offices.                         Est 1835Follow us on Instagram - @winkworthharringay",,"['Tenure:\xa0', 'Share of freehold', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band TBC']"
result-13683554,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13683554/,"Crabtree Avenue, Romford, RM6","Crabtree Avenue, Romford, RM6",3 bedroom semi-detached house for sale,"£375,000",Ashton Estate Agents - Chadwell Heath,"
                         1 High Road
Chadwell Heath, Essex
RM6 6PX
                        
                      ", 020 8115 1596,https://www.ashtonestateagents.co.uk/,Virtual tour,Semi-detached house,3 bed,1 bath,904 sq ft / 84 sq m,,"Being offered for sale with NO ONWARD CHAIN is this THREE BEDROOM family home.Across the ground floor there is a large entrance hall, through lounge and spacious kitchen. With three bedrooms, a separate shower room and wc to the first floor.In our opinion the property has plenty of potential for a rear extension, subject to planning and the added advantage of side access.Tenure: FreeholdEPC Rating FCouncil Tax Band C* Three Bedrooms* Double glazing ( where specified)* No GCH* No Onward Chain* Semi Detached* Sizeable Garden* Central Location* Family Home",EPC rating: F*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683551,1 bedroom flat for sale,https://www.onthemarket.com/details/13683551/,"Weststand Apartments, Highbury Stadium Square, Highbury, London","Weststand Apartments, Highbury Stadium Square, Highbury, London",1 bedroom flat for sale,"£550,000",Chestertons - Islington,"
                         327-329 Upper Street
Islington, London
N1 2XQ
                        
                      ", 020 8022 7245,https://www.chestertons.co.uk,Added today,Flat,1 bed,2 bath,662 sq ft / 62 sq m,"['Tenure: Leasehold', 'Exceptionally large one bedroom apartment', 'Open plan living/kitchen area', 'Prestigious development', 'Good transport links']","A light filled exceptionally large one bedroom apartment benefitting from bathroom with additional guest WC, set within the prestigious Highbury Stadium Square development. Accommodation is well presented and comprises; a double bedroom complete with ample storage and en-suite bathroom; additional cloakroom; spacious and bright open-plan living/kitchen space with large floor to ceiling windows which open up to a Juliette balcony; the kitchen affords plenty of cupboard and worktop space and is modern and well-maintained;  The original listed marble entrance hall to the building remains in all its glory and now houses the 24 hour concierge service. The development is set around what is believed to be the largest private communal garden in North London and when looking around one cannot help but be drawn back to the nostalgia of Highbury's hay day as a football stadium. Highbury Stadium Square is set in a quiet part of Highbury, away from the hustle and bustle of main roads, yet provides convenient access to the shops of Blackstock Road and Highbury Park, most notably the renowned Godfreys butchers, the Fromagerie and the fishmongers. Arsenal Underground station is only moments away and sits on the Piccadilly Line with links through to the West End. Trains can also be found at both Drayton Park and Finsbury Park stations with links to the city and Kings Cross/St Pancras International, and access to the Victoria Line.  On-site access to a premium Fitness First gym with swimming pool (through separate paid member ship).",EPC rating: B*,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13551331,1 bedroom flat for sale,https://www.onthemarket.com/details/13551331/,"Botolph Alley, London","Botolph Alley, London",1 bedroom flat for sale,"£475,000",Chestertons - Tower Bridge,"
                         220 Tower Bridge Road
Bermondsey, London
SE1 2UP
                        
                      ", 020 8022 7242,https://www.chestertons.co.uk,Reduced today,Flat,1 bed,1 bath,,"['Tenure: Leasehold', 'One Bedroom Apartment', 'First floor', 'Approx. 530 sq/ft', 'Located In The City Of London', 'Quietly Located', 'Recently Refurbished', 'Lift Access']","Perfectly located and measuring around 538 sq/ft, is this spacious first floor one bedroom apartment situated in a very peaceful part of the City. The property offers a large open planned kitchen/reception room large enough for dining table, a large bedroom with and modern en-suite bathroom and walk-in wardrobe making this the perfect first time buyers home,pied-à-terre or as a investment opportunity considering how close this apartment is to some of London's major attractions.Botolph Alley is located moments away from Monument tube station (District and Circle lines), and is within a quarter-mile radius of Bank (Northern and Central lines) as well as Docklands Light Railway perfectly situated for anyone working in either the Square Mile or Canary Wharf. The many bars and restaurants that The City has to offer are easily accessible, as are the numerous attractions on London's South Bank.",,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Basic 21Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13485321,5 bedroom terraced house for sale,https://www.onthemarket.com/details/13485321/,"Mirabel Road, Fulham, London","Mirabel Road, Fulham, London",5 bedroom terraced house for sale,"£1,350,000",Chestertons - Fulham Road,"
                         654 Fulham Road
Fulham, London
SW6 5RU
                        
                      ", 020 8022 7267,https://www.chestertons.co.uk,Reduced today,Terraced house,5 bed,2 bath,"1,711 sq ft / 159 sq m","['Tenure: Freehold', 'Large period terraced house', 'Arranged over three floors', 'Two receptions, dining room, kitchen', 'Five bedrooms, two bathrooms']","A large terraced house arranged over three floors as two reception rooms, dining room and well fitted kitchen, together with five bedrooms and two bathrooms on the upper floors. Mirabel is a popular residential road providing quick access to the extensive local amenities of Fulham Broadway and Parsons Green, both of which include underground stations (District Line) and a selection of popular bus links.",EPC rating: E*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13551268,1 bedroom flat for sale,https://www.onthemarket.com/details/13551268/,"Friars Mead, London","Friars Mead, London",1 bedroom flat for sale,"£275,000",Chestertons - Canary Wharf,"
                         28 Harbour Exchange Square
Canary Wharf, London
E14 9GE
                        
                      ", 020 8022 7339,https://www.chestertons.co.uk,Reduced today,Flat,1 bed,1 bath,365 sq ft / 34 sq m,"['Tenure: Leasehold', 'One bedroom Ground floor apartment', 'Open-plan reception with modern kitchen', 'Double sized bedroom with fitted wardrobe', 'Located close to Mudchute Park', 'Mudchute and Crossharbour DLR close by', 'Off-street parking']","Fantastic one-bedroom ground-floor maisonette on a private street quiet cul-de-sac of Friars Mead.The property boasts an open-plan kitchen/living room, bedroom and bathroom. Unlike many properties in the area, this property benefits from off-street parking.Located in E14, this fantastic property has brilliant transport links. Canary Wharf is a short walk away, however, the local DLR station gives you easy access to The City, Stratford, Central London & Beyond. The flat is just a few minutes from the river Thames and Mudchute park/farm.",EPC rating: D*,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683545,1 bedroom flat for sale,https://www.onthemarket.com/details/13683545/,"Neutron Tower, 6 Blackwall Way, London","Neutron Tower, 6 Blackwall Way, London",1 bedroom flat for sale,"£350,000",Chestertons - Canary Wharf,"
                         28 Harbour Exchange Square
Canary Wharf, London
E14 9GE
                        
                      ", 020 8022 7339,https://www.chestertons.co.uk,Chain-free,Flat,1 bed,1 bath,,"['Tenure: Leasehold', 'Modern one bedroom apartment', 'Located on the 17th floor', 'Opposite East India DLR', '24 Hour Concierge Service', 'Residents Gym', 'Private balcony with stunning unrestricted views onto Thames water and the 02', 'Water , Electricity and Heating included in the service charge', 'Chain Free']","This modern, well-proportioned one bedroom apartment has stunning views of the O2 and River Thames. The development also benefits from 24 hour concierge and an on-site private gym for residents. On the 1st floor there is a communal garden between the buildings for residents. Located on the 17th floor, the property comprises one double bedroom, bathroom , modern fully fitted kitchen with all appliances and bright lounge with access to balcony with beautiful panoramic views. Located seconds from East India DLR giving swift access to Canary Wharf, Bank and City Airport. Also nearby is the East India basin Nature reserve and City Island one of London's newest cultural hubs with the English National Ballet and London film school moving there.Water,electricity and heating are all included in the service charge and high speed internet connection is possible in the building.",,"['Tenure:\xa0', 'Leasehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
